day,rise,set
29-Dec-10,757,1628
30-Dec-10,757,1629
31-Dec-10,757,1629
1-Jan-11,758,1633
2-Jan-11,758,1634
3-Jan-11,757,1635
4-Jan-11,757,1636
5-Jan-11,757,1637
6-Jan-11,757,1638
7-Jan-11,757,1639
8-Jan-11,756,1640
9-Jan-11,756,1642
10-Jan-11,756,1643
11-Jan-11,755,1644
12-Jan-11,755,1645
13-Jan-11,754,1647
14-Jan-11,754,1648
15-Jan-11,753,1649
16-Jan-11,752,1651
17-Jan-11,752,1652
18-Jan-11,751,1653
19-Jan-11,750,1655
20-Jan-11,749,1656
21-Jan-11,749,1658
22-Jan-11,748,1659
23-Jan-11,747,1700
24-Jan-11,746,1702
25-Jan-11,745,1703
26-Jan-11,744,1705
27-Jan-11,743,1706
28-Jan-11,742,1708
29-Jan-11,740,1709
30-Jan-11,739,1711
31-Jan-11,738,1713
1-Feb-11,737,1714
2-Feb-11,735,1716
3-Feb-11,734,1717
4-Feb-11,733,1719
5-Feb-11,731,1720
6-Feb-11,730,1722
7-Feb-11,729,1723
8-Feb-11,727,1725
9-Feb-11,726,1726
10-Feb-11,724,1728
11-Feb-11,723,1730
12-Feb-11,721,1731
13-Feb-11,719,1733
14-Feb-11,718,1734
15-Feb-11,716,1736
16-Feb-11,715,1737
17-Feb-11,713,1739
18-Feb-11,711,1740
19-Feb-11,710,1742
20-Feb-11,708,1743
21-Feb-11,706,1745
22-Feb-11,704,1746
23-Feb-11,703,1748
24-Feb-11,701,1749
25-Feb-11,659,1751
26-Feb-11,657,1752
27-Feb-11,655,1754
28-Feb-11,654,1755
1-Mar-11,557,1837
2-Mar-11,555,1838
3-Mar-11,553,1839
4-Mar-11,652,1757
5-Mar-11,650,1758
6-Mar-11,648,1800
7-Mar-11,646,1801
8-Mar-11,644,1803
9-Mar-11,642,1804
10-Mar-11,640,1806
11-Mar-11,638,1807
12-Mar-11,637,1808
13-Mar-11,635,1810
14-Mar-11,633,1811
15-Mar-11,631,1813
16-Mar-11,629,1814
17-Mar-11,627,1816
18-Mar-11,625,1817
19-Mar-11,623,1818
20-Mar-11,621,1820
21-Mar-11,619,1821
22-Mar-11,617,1823
23-Mar-11,615,1824
24-Mar-11,613,1825
25-Mar-11,611,1827
26-Mar-11,609,1828
27-Mar-11,607,1830
28-Mar-11,605,1831
29-Mar-11,603,1832
30-Mar-11,601,1834
31-Mar-11,559,1835
1-Apr-11,459,1919
2-Apr-11,458,1921
3-Apr-11,421,1958
4-Apr-11,551,1841
5-Apr-11,549,1842
6-Apr-11,547,1844
7-Apr-11,545,1845
8-Apr-11,543,1846
9-Apr-11,541,1848
10-Apr-11,539,1849
11-Apr-11,537,1850
12-Apr-11,535,1852
13-Apr-11,533,1853
14-Apr-11,532,1855
15-Apr-11,530,1856
16-Apr-11,528,1857
17-Apr-11,526,1859
18-Apr-11,524,1900
19-Apr-11,522,1901
20-Apr-11,520,1903
21-Apr-11,518,1904
22-Apr-11,517,1906
23-Apr-11,515,1907
24-Apr-11,513,1908
25-Apr-11,511,1910
26-Apr-11,510,1911
27-Apr-11,508,1912
28-Apr-11,506,1914
29-Apr-11,504,1915
30-Apr-11,503,1917
1-May-11,501,1918
2-May-11,422,1956
3-May-11,422,1957
4-May-11,449,1946
5-May-11,456,1922
6-May-11,455,1923
7-May-11,453,1925
8-May-11,451,1926
9-May-11,450,1927
10-May-11,448,1929
11-May-11,447,1930
12-May-11,446,1931
13-May-11,444,1933
14-May-11,443,1934
15-May-11,441,1935
16-May-11,440,1937
17-May-11,439,1938
18-May-11,438,1939
19-May-11,436,1940
20-May-11,435,1942
21-May-11,434,1943
22-May-11,433,1944
23-May-11,432,1945
24-May-11,431,1946
25-May-11,429,1947
26-May-11,428,1949
27-May-11,427,1950
28-May-11,427,1951
29-May-11,426,1952
30-May-11,425,1953
31-May-11,424,1954
1-Jun-11,423,1955
2-Jun-11,419,2011
3-Jun-11,420,2010
4-Jun-11,529,1853
5-Jun-11,420,1959
6-Jun-11,420,2000
7-Jun-11,419,2001
8-Jun-11,419,2001
9-Jun-11,418,2002
10-Jun-11,418,2003
11-Jun-11,417,2004
12-Jun-11,417,2004
13-Jun-11,417,2005
14-Jun-11,416,2006
15-Jun-11,416,2006
16-Jun-11,416,2007
17-Jun-11,416,2008
18-Jun-11,416,2008
19-Jun-11,416,2008
20-Jun-11,416,2009
21-Jun-11,416,2009
22-Jun-11,416,2010
23-Jun-11,416,2010
24-Jun-11,416,2010
25-Jun-11,416,2010
26-Jun-11,416,2011
27-Jun-11,417,2011
28-Jun-11,417,2011
29-Jun-11,417,2011
30-Jun-11,418,2011
1-Jul-11,418,2011
2-Jul-11,419,2011
3-Jul-11,447,1948
4-Jul-11,448,1947
5-Jul-11,653,1657
6-Jul-11,420,2010
7-Jul-11,421,2010
8-Jul-11,422,2010
9-Jul-11,422,2009
10-Jul-11,423,2009
11-Jul-11,424,2009
12-Jul-11,424,2008
13-Jul-11,425,2008
14-Jul-11,426,2007
15-Jul-11,427,2007
16-Jul-11,428,2006
17-Jul-11,429,2005
18-Jul-11,430,2005
19-Jul-11,430,2004
20-Jul-11,431,2003
21-Jul-11,432,2002
22-Jul-11,433,2001
23-Jul-11,434,2000
24-Jul-11,436,2000
25-Jul-11,437,1959
26-Jul-11,438,1958
27-Jul-11,439,1956
28-Jul-11,440,1955
29-Jul-11,441,1954
30-Jul-11,442,1953
31-Jul-11,443,1952
1-Aug-11,445,1951
2-Aug-11,446,1950
3-Aug-11,527,1857
4-Aug-11,528,1855
5-Aug-11,757,1632
6-Aug-11,451,1944
7-Aug-11,452,1943
8-Aug-11,453,1942
9-Aug-11,454,1940
10-Aug-11,456,1939
11-Aug-11,457,1937
12-Aug-11,458,1936
13-Aug-11,459,1934
14-Aug-11,501,1932
15-Aug-11,502,1931
16-Aug-11,503,1929
17-Aug-11,505,1928
18-Aug-11,506,1926
19-Aug-11,507,1924
20-Aug-11,508,1923
21-Aug-11,510,1921
22-Aug-11,511,1919
23-Aug-11,512,1917
24-Aug-11,514,1916
25-Aug-11,515,1914
26-Aug-11,516,1912
27-Aug-11,518,1910
28-Aug-11,519,1908
29-Aug-11,520,1907
30-Aug-11,522,1905
31-Aug-11,523,1903
1-Sep-11,524,1901
2-Sep-11,525,1859
3-Sep-11,607,1755
4-Sep-11,609,1753
5-Sep-11,531,1851
6-Sep-11,532,1850
7-Sep-11,533,1848
8-Sep-11,535,1846
9-Sep-11,536,1844
10-Sep-11,537,1842
11-Sep-11,539,1840
12-Sep-11,540,1838
13-Sep-11,541,1836
14-Sep-11,542,1834
15-Sep-11,544,1832
16-Sep-11,545,1830
17-Sep-11,546,1828
18-Sep-11,548,1826
19-Sep-11,549,1824
20-Sep-11,550,1822
21-Sep-11,552,1820
22-Sep-11,553,1818
23-Sep-11,554,1816
24-Sep-11,555,1814
25-Sep-11,557,1811
26-Sep-11,558,1809
27-Sep-11,559,1807
28-Sep-11,601,1805
29-Sep-11,602,1803
30-Sep-11,603,1801
1-Oct-11,605,1759
2-Oct-11,606,1757
3-Oct-11,650,1700
4-Oct-11,651,1659
5-Oct-11,610,1751
6-Oct-11,611,1749
7-Oct-11,613,1747
8-Oct-11,614,1746
9-Oct-11,616,1744
10-Oct-11,617,1742
11-Oct-11,618,1740
12-Oct-11,620,1738
13-Oct-11,621,1736
14-Oct-11,622,1734
15-Oct-11,624,1732
16-Oct-11,625,1730
17-Oct-11,627,1728
18-Oct-11,628,1726
19-Oct-11,629,1724
20-Oct-11,631,1723
21-Oct-11,632,1721
22-Oct-11,634,1719
23-Oct-11,635,1717
24-Oct-11,637,1715
25-Oct-11,638,1714
26-Oct-11,639,1712
27-Oct-11,641,1710
28-Oct-11,642,1708
29-Oct-11,644,1707
30-Oct-11,645,1705
31-Oct-11,647,1703
1-Nov-11,648,1702
2-Nov-11,734,1625
3-Nov-11,735,1625
4-Nov-11,654,1656
5-Nov-11,656,1654
6-Nov-11,657,1653
7-Nov-11,659,1651
8-Nov-11,700,1650
9-Nov-11,702,1648
10-Nov-11,703,1647
11-Nov-11,704,1645
12-Nov-11,706,1644
13-Nov-11,707,1643
14-Nov-11,709,1642
15-Nov-11,710,1640
16-Nov-11,712,1639
17-Nov-11,713,1638
18-Nov-11,715,1637
19-Nov-11,716,1636
20-Nov-11,718,1635
21-Nov-11,719,1634
22-Nov-11,721,1633
23-Nov-11,722,1632
24-Nov-11,723,1631
25-Nov-11,725,1630
26-Nov-11,726,1629
27-Nov-11,727,1629
28-Nov-11,729,1628
29-Nov-11,730,1627
30-Nov-11,731,1626
1-Dec-11,733,1626
2-Dec-11,757,1630
3-Dec-11,757,1631
4-Dec-11,737,1624
5-Dec-11,738,1624
6-Dec-11,739,1624
7-Dec-11,740,1623
8-Dec-11,741,1623
9-Dec-11,742,1623
10-Dec-11,743,1622
11-Dec-11,744,1622
12-Dec-11,745,1622
13-Dec-11,746,1622
14-Dec-11,747,1622
15-Dec-11,748,1622
16-Dec-11,749,1622
17-Dec-11,750,1622
18-Dec-11,751,1623
19-Dec-11,751,1623
20-Dec-11,752,1623
21-Dec-11,753,1623
22-Dec-11,753,1624
23-Dec-11,754,1624
24-Dec-11,755,1625
25-Dec-11,755,1625
26-Dec-11,755,1626
27-Dec-11,756,1626
28-Dec-11,756,1627
29-Dec-11,757,1628
30-Dec-11,757,1628
31-Dec-11,757,1629
1-Jan-12,758,1633
2-Jan-12,758,1634
3-Jan-12,757,1635
4-Jan-12,757,1636
5-Jan-12,757,1637
6-Jan-12,757,1638
7-Jan-12,757,1639
8-Jan-12,756,1640
9-Jan-12,756,1641
10-Jan-12,756,1642
11-Jan-12,755,1644
12-Jan-12,755,1645
13-Jan-12,754,1646
14-Jan-12,754,1648
15-Jan-12,753,1649
16-Jan-12,753,1650
17-Jan-12,752,1652
18-Jan-12,751,1653
19-Jan-12,750,1654
20-Jan-12,750,1656
21-Jan-12,749,1657
22-Jan-12,748,1659
23-Jan-12,747,1700
24-Jan-12,746,1702
25-Jan-12,745,1703
26-Jan-12,744,1705
27-Jan-12,743,1706
28-Jan-12,742,1708
29-Jan-12,741,1709
30-Jan-12,739,1711
31-Jan-12,738,1712
1-Feb-12,737,1714
2-Feb-12,736,1715
3-Feb-12,734,1717
4-Feb-12,733,1718
5-Feb-12,732,1720
6-Feb-12,730,1721
7-Feb-12,729,1723
8-Feb-12,727,1724
9-Feb-12,726,1726
10-Feb-12,725,1728
11-Feb-12,723,1729
12-Feb-12,721,1731
13-Feb-12,720,1732
14-Feb-12,718,1734
15-Feb-12,717,1735
16-Feb-12,715,1737
17-Feb-12,713,1738
18-Feb-12,712,1740
19-Feb-12,710,1741
20-Feb-12,708,1743
21-Feb-12,707,1744
22-Feb-12,705,1746
23-Feb-12,703,1747
24-Feb-12,701,1749
25-Feb-12,659,1750
26-Feb-12,658,1752
27-Feb-12,656,1753
28-Feb-12,654,1755
29-Feb-12,652,1756
1-Mar-12,553,1839
2-Mar-12,551,1840
3-Mar-12,650,1758
4-Mar-12,648,1759
5-Mar-12,647,1801
6-Mar-12,645,1802
7-Mar-12,643,1804
8-Mar-12,641,1805
9-Mar-12,639,1807
10-Mar-12,637,1808
11-Mar-12,635,1809
12-Mar-12,633,1811
13-Mar-12,631,1812
14-Mar-12,629,1814
15-Mar-12,627,1815
16-Mar-12,625,1817
17-Mar-12,623,1818
18-Mar-12,621,1819
19-Mar-12,619,1821
20-Mar-12,617,1822
21-Mar-12,615,1824
22-Mar-12,613,1825
23-Mar-12,611,1826
24-Mar-12,609,1828
25-Mar-12,607,1829
26-Mar-12,605,1831
27-Mar-12,603,1832
28-Mar-12,601,1833
29-Mar-12,559,1835
30-Mar-12,557,1836
31-Mar-12,555,1838
1-Apr-12,457,1922
2-Apr-12,420,1959
3-Apr-12,549,1842
4-Apr-12,548,1843
5-Apr-12,546,1845
6-Apr-12,544,1846
7-Apr-12,542,1847
8-Apr-12,540,1849
9-Apr-12,538,1850
10-Apr-12,536,1851
11-Apr-12,534,1853
12-Apr-12,532,1854
13-Apr-12,530,1856
14-Apr-12,528,1857
15-Apr-12,526,1858
16-Apr-12,524,1900
17-Apr-12,523,1901
18-Apr-12,521,1902
19-Apr-12,519,1904
20-Apr-12,517,1905
21-Apr-12,515,1907
22-Apr-12,513,1908
23-Apr-12,512,1909
24-Apr-12,510,1911
25-Apr-12,508,1912
26-Apr-12,506,1913
27-Apr-12,505,1915
28-Apr-12,503,1916
29-Apr-12,501,1918
30-Apr-12,500,1919
1-May-12,458,1920
2-May-12,421,1958
3-May-12,450,1945
4-May-12,455,1923
5-May-12,453,1924
6-May-12,452,1926
7-May-12,450,1927
8-May-12,449,1928
9-May-12,447,1930
10-May-12,446,1931
11-May-12,445,1932
12-May-12,443,1934
13-May-12,442,1935
14-May-12,440,1936
15-May-12,439,1937
16-May-12,438,1939
17-May-12,437,1940
18-May-12,435,1941
19-May-12,434,1942
20-May-12,433,1944
21-May-12,432,1945
22-May-12,431,1946
23-May-12,430,1947
24-May-12,429,1948
25-May-12,428,1949
26-May-12,427,1951
27-May-12,426,1952
28-May-12,425,1953
29-May-12,424,1954
30-May-12,423,1955
31-May-12,423,1956
1-Jun-12,422,1957
2-Jun-12,420,2010
3-Jun-12,530,1852
4-Jun-12,420,2000
5-Jun-12,419,2000
6-Jun-12,419,2001
7-Jun-12,418,2002
8-Jun-12,418,2003
9-Jun-12,417,2004
10-Jun-12,417,2004
11-Jun-12,417,2005
12-Jun-12,416,2006
13-Jun-12,416,2006
14-Jun-12,416,2007
15-Jun-12,416,2007
16-Jun-12,416,2008
17-Jun-12,416,2008
18-Jun-12,416,2009
19-Jun-12,416,2009
20-Jun-12,416,2009
21-Jun-12,416,2010
22-Jun-12,416,2010
23-Jun-12,416,2010
24-Jun-12,416,2010
25-Jun-12,417,2011
26-Jun-12,417,2011
27-Jun-12,417,2011
28-Jun-12,418,2011
29-Jun-12,418,2011
30-Jun-12,419,2011
1-Jul-12,419,2011
2-Jul-12,420,2010
3-Jul-12,449,1946
4-Jul-12,654,1656
5-Jul-12,421,2010
6-Jul-12,421,2010
7-Jul-12,422,2009
8-Jul-12,423,2009
9-Jul-12,423,2009
10-Jul-12,424,2008
11-Jul-12,425,2008
12-Jul-12,426,2007
13-Jul-12,427,2007
14-Jul-12,427,2006
15-Jul-12,428,2005
16-Jul-12,429,2005
17-Jul-12,430,2004
18-Jul-12,431,2003
19-Jul-12,432,2002
20-Jul-12,433,2002
21-Jul-12,434,2001
22-Jul-12,435,2000
23-Jul-12,436,1959
24-Jul-12,437,1958
25-Jul-12,439,1957
26-Jul-12,440,1956
27-Jul-12,441,1955
28-Jul-12,442,1953
29-Jul-12,443,1952
30-Jul-12,444,1951
31-Jul-12,445,1950
1-Aug-12,447,1949
2-Aug-12,448,1947
3-Aug-12,529,1854
4-Aug-12,758,1632
5-Aug-12,452,1943
6-Aug-12,453,1942
7-Aug-12,454,1940
8-Aug-12,455,1939
9-Aug-12,457,1937
10-Aug-12,458,1936
11-Aug-12,459,1934
12-Aug-12,500,1933
13-Aug-12,502,1931
14-Aug-12,503,1930
15-Aug-12,504,1928
16-Aug-12,506,1926
17-Aug-12,507,1925
18-Aug-12,508,1923
19-Aug-12,509,1921
20-Aug-12,511,1920
21-Aug-12,512,1918
22-Aug-12,513,1916
23-Aug-12,515,1914
24-Aug-12,516,1913
25-Aug-12,517,1911
26-Aug-12,519,1909
27-Aug-12,520,1907
28-Aug-12,521,1905
29-Aug-12,523,1903
30-Aug-12,524,1901
31-Aug-12,525,1900
1-Sep-12,526,1858
2-Sep-12,528,1856
3-Sep-12,610,1752
4-Sep-12,532,1850
5-Sep-12,533,1848
6-Sep-12,534,1846
7-Sep-12,536,1844
8-Sep-12,537,1842
9-Sep-12,538,1840
10-Sep-12,539,1838
11-Sep-12,541,1836
12-Sep-12,542,1834
13-Sep-12,543,1832
14-Sep-12,545,1830
15-Sep-12,546,1828
16-Sep-12,547,1826
17-Sep-12,549,1824
18-Sep-12,550,1822
19-Sep-12,551,1820
20-Sep-12,553,1818
21-Sep-12,554,1816
22-Sep-12,555,1814
23-Sep-12,557,1812
24-Sep-12,558,1810
25-Sep-12,559,1808
26-Sep-12,600,1806
27-Sep-12,602,1804
28-Sep-12,603,1802
29-Sep-12,604,1800
30-Sep-12,606,1758
1-Oct-12,607,1756
2-Oct-12,608,1754
3-Oct-12,652,1657
4-Oct-12,611,1750
5-Oct-12,612,1748
6-Oct-12,614,1746
7-Oct-12,615,1744
8-Oct-12,617,1742
9-Oct-12,618,1740
10-Oct-12,619,1738
11-Oct-12,621,1736
12-Oct-12,622,1734
13-Oct-12,623,1732
14-Oct-12,625,1731
15-Oct-12,626,1729
16-Oct-12,628,1727
17-Oct-12,629,1725
18-Oct-12,631,1723
19-Oct-12,632,1721
20-Oct-12,633,1719
21-Oct-12,635,1718
22-Oct-12,636,1716
23-Oct-12,638,1714
24-Oct-12,639,1712
25-Oct-12,641,1711
26-Oct-12,642,1709
27-Oct-12,643,1707
28-Oct-12,645,1705
29-Oct-12,646,1704
30-Oct-12,648,1702
31-Oct-12,649,1701
1-Nov-12,651,1659
2-Nov-12,736,1624
3-Nov-12,655,1654
4-Nov-12,657,1653
5-Nov-12,658,1651
6-Nov-12,700,1650
7-Nov-12,701,1649
8-Nov-12,703,1647
9-Nov-12,704,1646
10-Nov-12,706,1645
11-Nov-12,707,1643
12-Nov-12,709,1642
13-Nov-12,710,1641
14-Nov-12,712,1640
15-Nov-12,713,1638
16-Nov-12,714,1637
17-Nov-12,716,1636
18-Nov-12,717,1635
19-Nov-12,719,1634
20-Nov-12,720,1633
21-Nov-12,722,1632
22-Nov-12,723,1631
23-Nov-12,724,1630
24-Nov-12,726,1630
25-Nov-12,727,1629
26-Nov-12,729,1628
27-Nov-12,730,1627
28-Nov-12,731,1627
29-Nov-12,732,1626
30-Nov-12,734,1625
1-Dec-12,735,1625
2-Dec-12,757,1632
3-Dec-12,737,1624
4-Dec-12,739,1624
5-Dec-12,740,1623
6-Dec-12,741,1623
7-Dec-12,742,1623
8-Dec-12,743,1622
9-Dec-12,744,1622
10-Dec-12,745,1622
11-Dec-12,746,1622
12-Dec-12,747,1622
13-Dec-12,748,1622
14-Dec-12,749,1622
15-Dec-12,750,1622
16-Dec-12,750,1623
17-Dec-12,751,1623
18-Dec-12,752,1623
19-Dec-12,753,1623
20-Dec-12,753,1624
21-Dec-12,754,1624
22-Dec-12,754,1625
23-Dec-12,755,1625
24-Dec-12,755,1626
25-Dec-12,756,1626
26-Dec-12,756,1627
27-Dec-12,756,1628
28-Dec-12,757,1628
29-Dec-12,757,1629
30-Dec-12,757,1630
31-Dec-12,757,1631
